codigo_ibge;nome;latitude;longitude;capital;codigo_uf;siafi_id;ddd;fuso_horario
2927606;Santa Brígida;-973.227;-381.209;0;29;3853;75;America/Sao_Paulo
2927705;Santa Cruz Cabrália;-162.825;-390.295;0;29;3855;73;America/Sao_Paulo
2927804;Santa Cruz da Vitória;-14.964;-398.115;0;29;3857;73;America/Sao_Paulo
2927903;Santa Inês;-132.793;-39.814;0;29;3859;73;America/Sao_Paulo
2928059;Santa Luzia;-154.342;-393.287;0;29;3987;73;America/Sao_Paulo
2928109;Santa Maria da Vitória;-133.859;-442.011;0;29;3863;77;America/Sao_Paulo
2928406;Santa Rita de Cássia;-110.063;-445.255;0;29;3549;77;America/Sao_Paulo
2928505;Santa Teresinha;-127.697;-395.215;0;29;3869;75;America/Sao_Paulo
2928000;Santaluz;-112.508;-39.375;0;29;3861;75;America/Sao_Paulo
2928208;Santana;-129.792;-440.506;0;29;3865;77;America/Sao_Paulo
2928307;Santanópolis;-120.311;-388.694;0;29;3867;75;America/Sao_Paulo
2928604;Santo Amaro;-125.472;-387.137;0;29;3871;75;America/Sao_Paulo
2928703;Santo Antônio de Jesus;-129.614;-392.584;0;29;3873;75;America/Sao_Paulo
2928802;Santo Estêvão;-12.428;-392.505;0;29;3875;75;America/Sao_Paulo
2928901;São Desidério;-123.572;-449.769;0;29;3877;77;America/Sao_Paulo
2928950;São Domingos;-114.649;-395.268;0;29;3029;75;America/Sao_Paulo
2929107;São Felipe;-128.394;-390.893;0;29;3881;75;America/Sao_Paulo
2929008;São Félix;-126.104;-389.727;0;29;3879;75;America/Sao_Paulo
2929057;São Félix do Coribe;-134.019;-441.837;0;29;3031;77;America/Sao_Paulo
2929206;São Francisco do Conde;-126.183;-386.786;0;29;3883;71;America/Sao_Paulo
2929255;São Gabriel;-112.175;-418.843;0;29;3989;74;America/Sao_Paulo
2929305;São Gonçalo dos Campos;-124.331;-389.663;0;29;3885;75;America/Sao_Paulo
2929354;São José da Vitória;-150.787;-393.437;0;29;3035;73;America/Sao_Paulo
2929370;São José do Jacuípe;-114.137;-398.669;0;29;3033;74;America/Sao_Paulo
2929404;São Miguel das Matas;-130.434;-394.578;0;29;3887;75;America/Sao_Paulo
2929503;São Sebastião do Passé;-125.123;-384.905;0;29;3889;71;America/Sao_Paulo
2929602;Sapeaçu;-127.208;-391.824;0;29;3891;75;America/Sao_Paulo
2929701;Sátiro Dias;-115.929;-385.938;0;29;3893;75;America/Sao_Paulo
2929750;Saubara;-127.387;-387.625;0;29;3037;71;America/Sao_Paulo
2929800;Saúde;-109.428;-404.155;0;29;3895;74;America/Sao_Paulo
2929909;Seabra;-124.169;-417.722;0;29;3897;75;America/Sao_Paulo
2930006;Sebastião Laranjeiras;-14.571;-429.434;0;29;3899;77;America/Sao_Paulo
2930105;Senhor do Bonfim;-104.594;-401.865;0;29;3901;74;America/Sao_Paulo
2930204;Sento Sé;-974.138;-418.786;0;29;3903;74;America/Sao_Paulo
2930154;Serra do Ramalho;-135.659;-435.929;0;29;3039;77;America/Sao_Paulo
2930303;Serra Dourada;-12.759;-439.504;0;29;3905;77;America/Sao_Paulo
2930402;Serra Preta;-12.156;-393.305;0;29;3907;75;America/Sao_Paulo
2930501;Serrinha;-116.584;-39.01;0;29;3909;75;America/Sao_Paulo
2930600;Serrolândia;-114.085;-402.983;0;29;3911;74;America/Sao_Paulo
2930709;Simões Filho;-127.866;-384.029;0;29;3913;71;America/Sao_Paulo
2930758;Sítio do Mato;-130.801;-434.689;0;29;3041;77;America/Sao_Paulo
2930766;Sítio do Quinto;-103.545;-382.213;0;29;3043;75;America/Sao_Paulo
2930774;Sobradinho;-945.024;-408.145;0;29;3045;74;America/Sao_Paulo
2930808;Souto Soares;-12.088;-416.427;0;29;3915;75;America/Sao_Paulo
2930907;Tabocas do Brejo Velho;-127.026;-440.075;0;29;3917;77;America/Sao_Paulo
2931004;Tanhaçu;-140.197;-412.473;0;29;3919;77;America/Sao_Paulo
2931053;Tanque Novo;-135.485;-424.934;0;29;3991;77;America/Sao_Paulo
2931103;Tanquinho;-11.968;-391.033;0;29;3921;75;America/Sao_Paulo
2931202;Taperoá;-135.321;-391.009;0;29;3923;75;America/Sao_Paulo
2931301;Tapiramutá;-118.475;-407.927;0;29;3925;74;America/Sao_Paulo
2931350;Teixeira de Freitas;-175.399;-39.74;0;29;3993;73;America/Sao_Paulo
2931400;Teodoro Sampaio;-12.295;-386.347;0;29;3927;75;America/Sao_Paulo
2931509;Teofilândia;-114.827;-389.913;0;29;3929;75;America/Sao_Paulo
2931608;Teolândia;-135.896;-39.484;0;29;3931;73;America/Sao_Paulo
2931707;Terra Nova;-123.888;-386.238;0;29;3933;75;America/Sao_Paulo
2931806;Tremedal;-149.736;-414.142;0;29;3935;77;America/Sao_Paulo
2931905;Tucano;-109.584;-387.894;0;29;3937;75;America/Sao_Paulo
2932002;Uauá;-983.325;-394.794;0;29;3939;74;America/Sao_Paulo
2932101;Ubaíra;-132.714;-39.666;0;29;3941;75;America/Sao_Paulo
2932200;Ubaitaba;-14.303;-393.222;0;29;3943;73;America/Sao_Paulo
2932309;Ubatã;-142.063;-395.207;0;29;3945;73;America/Sao_Paulo
2932408;Uibaí;-113.394;-421.354;0;29;3947;74;America/Sao_Paulo
2932457;Umburanas;-107.339;-413.234;0;29;3047;74;America/Sao_Paulo
2932507;Una;-152.791;-390.765;0;29;3949;73;America/Sao_Paulo
2932606;Urandi;-147.678;-426.498;0;29;3951;77;America/Sao_Paulo
2932705;Uruçuca;-145.963;-392.851;0;29;3953;73;America/Sao_Paulo
2932804;Utinga;-120.783;-410.954;0;29;3955;75;America/Sao_Paulo
2932903;Valença;-133.669;-39.073;0;29;3957;75;America/Sao_Paulo
2933000;Valente;-114.062;-39.457;0;29;3959;75;America/Sao_Paulo
2933059;Várzea da Roça;-116.005;-401.328;0;29;3997;74;America/Sao_Paulo
2933109;Várzea do Poço;-115.273;-403.149;0;29;3961;74;America/Sao_Paulo
2933158;Várzea Nova;-112.557;-409.432;0;29;3995;74;America/Sao_Paulo
2933174;Varzedo;-129.672;-393.919;0;29;3049;75;America/Sao_Paulo
2933208;Vera Cruz;-129.568;-386.153;0;29;3963;71;America/Sao_Paulo
2933257;Vereda;-172.183;-400.974;0;29;3051;73;America/Sao_Paulo
2933307;Vitória da Conquista;-148.615;-408.442;0;29;3965;77;America/Sao_Paulo
2933406;Wagner;-122.819;-411.715;0;29;3967;75;America/Sao_Paulo
2933455;Wanderley;-121.144;-438.958;0;29;3999;77;America/Sao_Paulo
2933505;Wenceslau Guimarães;-136.908;-394.762;0;29;3969;73;America/Sao_Paulo
2933604;Xique-Xique;-10.823;-427.245;0;29;3971;74;America/Sao_Paulo
